0910161570
Date,Sensor1 (S1),Sensor2 (S2),Sensor4 (S4),Sensor Temperature1 (S1),Sensor Temperature2 (S2),Sensor Temperature4 (S4),Level (AI_1),Level (AI_2),Level (AI_3),FlowMeter Total (DI_1),FlowMeter Total (DI_2),FlowMeter Total (DI_3)
,Boiler 1 Cond.,Boiler 2 Cond.,Chill Conductiv,Boiler 1 Cond.,Boiler 2 Cond.,Chill Conductiv,WT-3462,PP-3060,WT-3516,Boiler Feedwate,Boiler Makeup,Chilled Makeup
,µS,µS,µS,F,F,F,Gallons,Gallons,Gallons,Gallons,Gallons,Gallons
11/23/2011 02:31:01,  2279.95, 2100.02, 1541.07, 283, 278,  52,      42,      67,      50,    598370.00,     41200.00,        60.00,
11/23/2011 02:41:01,  2201.41, 2100.02, 1537.29, 295, 278,  52,      42,      67,      50,    598450.00,     41200.00,        60.00,
11/23/2011 02:51:01,  2188.81, 2100.02, 1538.61, 289, 278,  52,      42,      67,      50,    598520.00,     41200.00,        60.00,
11/23/2011 03:01:01,  2188.81, 2100.02, 1534.37, 289, 278,  52,      42,      67,      50,    598590.00,     41200.00,        60.00,
11/23/2011 03:11:01,  2230.13, 2124.08, 1536.91, 289, 124,  52,      42,      67,      50,    598680.00,     41200.00,        60.00,
11/23/2011 03:21:01,  2199.67, 2099.36, 1535.45, 289, 129,  52,      42,      67,      50,    598760.00,     41200.00,        60.00,
11/23/2011 03:31:01,  2199.67, 2085.62, 1540.01, 289, 130,  52,      42,      67,      50,    598820.00,     41200.00,        60.00,
11/23/2011 03:41:01,  2199.67, 2085.62, 1550.69, 289, 130,  51,      42,      67,      50,    598930.00,     41200.00,        60.00,
11/23/2011 03:51:01,  2199.67, 2085.62, 1569.17, 289, 130,  51,      42,      67,      50,    598980.00,     41200.00,        60.00,
11/23/2011 04:01:01,  2199.67, 2085.62, 1493.11, 289, 130,  54,      42,      67,      50,    599060.00,     41200.00,        60.00,
11/23/2011 04:11:01,  2199.67, 2085.62, 1486.45, 289, 130,  54,      42,      67,      50,    599140.00,     41200.00,        60.00,
11/23/2011 04:21:01,  2199.67, 2085.62, 1490.59, 289, 130,  54,      42,      67,      50,    599220.00,     41200.00,        60.00,
11/23/2011 04:31:01,  2199.67, 2085.62, 1479.51, 289, 130,  55,      42,      67,      50,    599330.00,     41200.00,        60.00,
11/23/2011 04:41:01,  2199.67, 2085.62, 1490.46, 289, 130,  54,      42,      67,      50,    599450.00,     41200.00,        60.00,
11/23/2011 04:51:01,  2199.67, 2085.62, 1491.50, 289, 130,  54,      42,      67,      50,    599620.00,     41200.00,        60.00,
11/23/2011 05:01:01,  2199.67, 2085.62, 1495.57, 289, 130,  54,      42,      67,      50,    599790.00,     41200.00,        60.00,
11/23/2011 05:11:01,  2199.67, 2085.62, 1491.37, 289, 130,  54,      42,      67,      50,    599960.00,     41200.00,        60.00,
11/23/2011 05:21:01,   832.41, 2085.62, 1485.72, 324, 130,  54,      42,      67,      50,    600140.00,     41200.00,        60.00,
11/23/2011 05:31:01,   775.63, 2085.62, 1487.58, 328, 130,  54,      42,      67,      50,    600330.00,     41200.00,        60.00,
11/23/2011 05:41:01,   780.66, 2085.62, 1487.94, 328, 130,  54,      42,      67,      50,    600510.00,     41300.00,        60.00,
11/23/2011 05:51:02,   791.78, 2085.62, 1484.91, 327, 130,  54,      42,      67,      50,    600700.00,     41300.00,        60.00,
11/23/2011 06:01:01,   938.62, 2085.62, 1494.08, 328, 130,  54,      42,      67,      50,    600860.00,     41300.00,        60.00,
11/23/2011 06:11:01,   956.56, 2085.62, 1498.64, 328, 130,  54,      42,      67,      50,    601100.00,     41300.00,        60.00,
11/23/2011 06:21:01,   799.04, 2085.62, 1506.54, 328, 130,  53,      42,      67,      50,    601300.00,     41300.00,        60.00,
11/23/2011 06:31:01,   759.78, 2085.62, 1513.27, 329, 130,  53,      42,      67,      50,    601490.00,     41300.00,        60.00,
11/23/2011 06:41:01,   868.55, 2085.62, 1482.99, 329, 130,  54,      42,      67,      50,    601680.00,     41300.00,        60.00,
11/23/2011 06:51:01,  1294.71, 2085.62, 1495.57, 323, 130,  54,      42,      67,      50,    601850.00,     41400.00,        60.00,
11/23/2011 07:01:01,   884.62, 2085.62, 1497.48, 328, 130,  54,      42,      67,      50,    602070.00,     41400.00,        60.00,
11/23/2011 07:11:01,   983.48, 2085.62, 1485.38, 329, 130,  54,      42,      67,      50,    602260.00,     41400.00,        60.00,
11/23/2011 07:21:01,  1131.87, 2085.62, 1489.25, 329, 130,  54,      42,      67,      50,    602440.00,     41400.00,        60.00,
11/23/2011 07:31:01,  1446.14, 2085.62, 1488.53, 329, 130,  54,      42,      67,      50,    602620.00,     41400.00,        60.00,
11/23/2011 07:41:01,  2187.27, 2085.62, 1491.92, 320, 130,  54,      42,      67,      50,    602790.00,     41400.00,        60.00,
11/23/2011 07:51:01,  2187.27, 2085.62, 1504.03, 320, 130,  53,      42,      67,      50,    602960.00,     41400.00,        60.00,
11/23/2011 08:01:01,  2187.27, 2085.62, 1501.12, 320, 130,  54,      42,      67,      50,    603140.00,     41400.00,        60.00,
11/23/2011 08:11:01,  2187.27, 2085.62, 1481.26, 320, 130,  54,      42,      67,      50,    603330.00,     41500.00,        60.00,
11/23/2011 08:21:01,  2187.27, 2085.62, 1484.67, 320, 130,  54,      42,      67,      50,    603480.00,     41500.00,        60.00,
11/23/2011 08:31:01,  2187.27, 2085.62, 1475.85, 320, 130,  55,      42,      67,      50,    603630.00,     41500.00,        60.00,
11/23/2011 08:41:01,  2187.27, 2085.62, 1475.09, 320, 130,  55,      42,      67,      50,    603760.00,     41500.00,        60.00,
11/23/2011 08:51:01,  2187.27, 2085.62, 1437.86, 320, 130,  56,      42,      67,      50,    603880.00,     41500.00,        60.00,
11/23/2011 09:01:01,  2187.27, 2085.62, 1437.31, 320, 130,  56,      42,      67,      50,    604010.00,     41500.00,        60.00,
11/23/2011 09:11:01,  2187.27, 2085.62, 1420.87, 320, 130,  57,      42,      67,      50,    604120.00,     41500.00,        60.00,
11/23/2011 09:21:01,  2187.27, 2085.62, 1414.90, 320, 130,  57,      42,      67,      50,    604230.00,     41500.00,        60.00,
11/23/2011 09:31:01,  2187.27, 2085.62, 1425.60, 320, 130,  57,      42,      67,      50,    604340.00,     41500.00,        60.00,
11/23/2011 09:41:01,  2381.78, 2085.62, 1418.03, 165, 130,  57,      42,      67,      50,    604460.00,     41500.00,        60.00,
11/23/2011 09:51:01,   942.69, 2085.62, 1430.93, 327, 130,  57,      42,      67,      50,    604580.00,     41500.00,        60.00,
11/23/2011 10:01:01,  1014.29, 2085.62, 1417.99, 327, 130,  57,      42,      67,      50,    604690.00,     41500.00,        60.00,
11/23/2011 10:11:01,   997.95, 2085.62, 1415.23, 327, 130,  57,      42,      67,      50,    604820.00,     41500.00,        60.00,
11/23/2011 10:21:01,   922.96, 2085.62, 1406.05, 327, 130,  58,      42,      67,      50,    604930.00,     41500.00,        60.00,
11/23/2011 10:31:01,  2190.01, 2085.62, 1398.78, 319, 130,  58,      42,      67,      50,    605050.00,     41500.00,        60.00,
11/23/2011 10:41:01,  2190.01, 2085.62, 1397.08, 319, 130,  58,      42,      67,      50,    605150.00,     41500.00,        60.00,
11/23/2011 10:51:01,  2190.01, 2085.62, 1393.52, 319, 130,  58,      42,      67,      50,    605260.00,     41500.00,        60.00,
11/23/2011 11:01:01,  2190.01, 2085.62, 1389.99, 319, 130,  58,      42,      67,      50,    605380.00,     41500.00,        60.00,
11/23/2011 11:11:01,  2190.01, 2085.62, 1384.35, 319, 130,  59,      42,      67,      50,    605490.00,     41500.00,        60.00,
11/23/2011 11:21:01,  2190.01, 2085.62, 1381.08, 319, 130,  59,      42,      67,      50,    605600.00,     41500.00,        60.00,
11/23/2011 11:31:01,  2190.01, 2085.62, 1380.04, 319, 130,  59,      42,      67,      50,    605710.00,     41500.00,        60.00,
11/23/2011 11:41:01,  2190.01, 2085.62, 1379.94, 319, 130,  59,      42,      67,      50,    605820.00,     41500.00,        60.00,
11/23/2011 11:51:01,  2190.01, 2085.62, 1379.17, 319, 130,  59,      42,      67,      50,    605920.00,     41600.00,        60.00,
11/23/2011 12:01:01,  2190.01, 2085.62, 1376.03, 319, 130,  59,      42,      67,      50,    606030.00,     41600.00,        60.00,
11/23/2011 12:11:01,  2190.01, 2085.62, 1350.33, 319, 130,  60,      42,      67,      50,    606150.00,     41600.00,        60.00,
11/23/2011 12:21:01,  2190.01, 2085.62, 1356.03, 319, 130,  60,      42,      67,      50,    606250.00,     41600.00,        60.00,
11/23/2011 12:31:01,   729.06, 2085.62, 1353.09, 325, 130,  60,      42,      67,      50,    606360.00,     41600.00,        60.00,
11/23/2011 12:41:01,   884.93, 2085.62, 1384.00, 327, 130,  59,      42,      67,      50,    606490.00,     41600.00,        60.00,
11/23/2011 12:51:01,   478.07, 2085.62, 1383.40, 319, 130,  58,      42,      67,      50,    606630.00,     41600.00,        60.00,
11/23/2011 13:01:01,   759.81, 2085.62, 1435.12, 327, 130,  56,      42,      67,      50,    606750.00,     41600.00,        60.00,
11/23/2011 13:11:01,   902.54, 2085.62, 1452.27, 325, 130,  55,      42,      67,      50,    606870.00,     41600.00,        60.00,
11/23/2011 13:21:01,  2199.88, 2085.62, 1468.51, 318, 130,  55,      42,      67,      50,    606990.00,     41700.00,        60.00,
11/23/2011 13:31:01,  2199.88, 2085.62, 1467.95, 318, 130,  55,      42,      67,      50,    607100.00,     41700.00,        60.00,
11/23/2011 13:41:01,  2199.88, 2085.62, 1475.41, 318, 130,  55,      42,      67,      50,    607210.00,     41700.00,        60.00,
11/23/2011 13:51:01,  2199.88, 2085.62, 1483.07, 318, 130,  54,      42,      67,      50,    607320.00,     41700.00,        60.00,
11/23/2011 14:01:01,  2199.88, 2085.62, 1495.09, 318, 130,  54,      42,      67,      50,    607430.00,     41700.00,        60.00,
11/23/2011 14:11:01,  2199.88, 2085.62, 1495.77, 318, 130,  54,      42,      67,      50,    607540.00,     41700.00,        60.00,
11/23/2011 14:21:01,  2199.88, 2085.62, 1506.80, 318, 130,  53,      42,      67,      50,    607640.00,     41700.00,        60.00,
11/23/2011 14:31:01,  2199.88, 2085.62, 1506.52, 318, 130,  53,      42,      67,      50,    607720.00,     41700.00,        60.00,
11/23/2011 14:41:01,  2199.88, 2085.62, 1508.73, 318, 130,  53,      42,      67,      50,    607820.00,     41700.00,        60.00,
11/23/2011 14:51:01,  2199.88, 2085.62, 1508.60, 318, 130,  53,      42,      67,      50,    607920.00,     41700.00,        60.00,
11/23/2011 15:01:01,  2199.88, 2085.62, 1516.18, 318, 130,  53,      41,      67,      50,    608020.00,     41700.00,        60.00,
11/23/2011 15:11:01,  2199.88, 2085.62, 1519.23, 318, 130,  53,      42,      67,      50,    608120.00,     41700.00,        60.00,
11/23/2011 15:21:01,  1021.45, 2085.62, 1521.83, 326, 130,  53,      42,      67,      50,    608230.00,     41700.00,        60.00,
11/23/2011 15:31:01,   986.39, 2085.62, 1519.84, 326, 130,  53,      42,      67,      50,    608350.00,     42000.00,        60.00,
11/23/2011 15:41:01,   795.16, 2085.62, 1519.35, 326, 130,  53,      42,      67,      50,    608480.00,     42000.00,        60.00,
11/23/2011 15:51:01,  2193.06, 2085.62, 1529.01, 319, 130,  52,      42,      67,      50,    608590.00,     42000.00,        60.00,
11/23/2011 16:01:01,  2193.06, 2085.62, 1525.25, 319, 130,  53,      42,      67,      50,    608710.00,     42100.00,        60.00,
11/23/2011 16:11:01,  2193.06, 2085.62, 1537.78, 319, 130,  52,      42,      67,      50,    608830.00,     42100.00,        60.00,
11/23/2011 16:21:01,  2193.06, 2085.62, 1555.40, 319, 130,  51,      42,      67,      50,    608960.00,     42100.00,        60.00,
11/23/2011 16:31:01,  2193.06, 2085.62, 1555.96, 319, 130,  51,      42,      67,      50,    609080.00,     42100.00,        60.00,
11/23/2011 16:41:01,  2193.06, 2085.62, 1545.02, 319, 130,  52,      42,      67,      49,    609210.00,     42100.00,        60.00,
11/23/2011 16:51:01,  2193.06, 2085.62, 1541.88, 319, 130,  52,      42,      67,      50,    609330.00,     42100.00,        60.00,
11/23/2011 17:01:01,  2193.06, 2085.62, 1530.74, 319, 130,  52,      42,      67,      49,    609440.00,     42100.00,        60.00,
11/23/2011 17:11:01,  2193.06, 2085.62, 1527.16, 319, 130,  52,      42,      67,      50,    609550.00,     42100.00,        60.00,
11/23/2011 17:21:01,  2193.06, 2085.62, 1521.37, 319, 130,  53,      42,      67,      50,    609670.00,     42100.00,        60.00,
11/23/2011 17:31:01,  2193.06, 2085.62, 1520.14, 319, 130,  53,      42,      67,      50,    609780.00,     42100.00,        60.00,
11/23/2011 17:41:01,  2193.06, 2085.62, 1515.88, 319, 130,  53,      42,      67,      50,    609890.00,     42100.00,        60.00,
11/23/2011 17:51:01,  2206.91, 2085.62, 1521.16, 292, 130,  53,      42,      67,      50,    610020.00,     42100.00,        60.00,
11/23/2011 18:01:01,  2197.73, 2085.62, 1522.42, 285, 130,  53,      42,      67,      50,    610130.00,     42100.00,        60.00,
11/23/2011 18:11:01,  2197.73, 2085.62, 1527.69, 285, 130,  52,      42,      67,      50,    610220.00,     42100.00,        60.00,
11/23/2011 18:21:01,  2197.73, 2085.62, 1532.57, 285, 130,  52,      42,      67,      50,    610320.00,     42100.00,        60.00,
11/23/2011 18:31:01,  2197.73, 2085.62, 1533.09, 285, 130,  52,      42,      67,      50,    610420.00,     42100.00,        60.00,
11/23/2011 18:41:01,  2197.73, 2085.62, 1536.23, 285, 130,  52,      42,      67,      50,    610510.00,     42100.00,        60.00,
11/23/2011 18:51:01,  2197.73, 2085.62, 1548.08, 285, 130,  52,      42,      66,      49,    610610.00,     42100.00,        60.00,
11/23/2011 19:01:01,  2197.73, 2085.62, 1560.17, 285, 130,  51,      42,      67,      50,    610700.00,     42100.00,        60.00,
11/23/2011 19:11:01,  2197.73, 2085.62, 1567.79, 285, 130,  51,      42,      67,      50,    610780.00,     42100.00,        60.00,
11/23/2011 19:21:01,  2197.73, 2085.62, 1560.51, 285, 130,  51,      42,      67,      50,    610880.00,     42100.00,        60.00,
11/23/2011 19:31:01,  2197.73, 2085.62, 1565.45, 285, 130,  51,      42,      67,      49,    610960.00,     42100.00,        60.00,
11/23/2011 19:41:01,  2197.73, 2085.62, 1568.76, 285, 130,  51,      42,      67,      49,    611050.00,     42100.00,        60.00,
11/23/2011 19:51:01,  2197.73, 2085.62, 1569.18, 285, 130,  51,      42,      67,      49,    611150.00,     42100.00,        60.00,
11/23/2011 20:01:01,  2197.63, 2085.62, 1571.07, 288, 130,  51,      42,      67,      49,    611260.00,     42100.00,        60.00,
11/23/2011 20:11:01,  2197.63, 2085.62, 1531.02, 288, 130,  52,      42,      67,      49,    611350.00,     42200.00,        60.00,
11/23/2011 20:21:01,  2197.63, 2085.62, 1532.75, 288, 130,  52,      42,      67,      50,    611450.00,     42200.00,        60.00,
11/23/2011 20:31:01,  2197.63, 2085.62, 1534.68, 288, 130,  52,      42,      67,      50,    611510.00,     42200.00,        60.00,
11/23/2011 20:41:01,  2197.63, 2085.62, 1529.78, 288, 130,  52,      42,      67,      50,    611590.00,     42200.00,        60.00,
11/23/2011 20:51:01,  2197.63, 2085.62, 1529.29, 288, 130,  52,      42,      67,      50,    611660.00,     42200.00,        60.00,
11/23/2011 21:01:02,  2197.63, 2085.62, 1529.19, 288, 130,  52,      42,      67,      50,    611700.00,     42200.00,        60.00,
11/23/2011 21:11:01,  2197.63, 2085.62, 1541.92, 288, 130,  52,      42,      67,      50,    611750.00,     42200.00,        60.00,
11/23/2011 21:21:01,  2197.63, 2085.62, 1540.65, 288, 130,  52,      42,      67,      50,    611810.00,     42200.00,        60.00,
11/23/2011 21:31:01,  2197.63, 2085.62, 1543.97, 288, 130,  52,      42,      67,      50,    611870.00,     42200.00,        60.00,
11/23/2011 21:41:01,  2197.63, 2085.62, 1542.33, 288, 130,  52,      42,      67,      50,    611940.00,     42200.00,        60.00,
11/23/2011 21:51:01,  2197.63, 2085.62, 1545.78, 288, 130,  52,      42,      67,      50,    612000.00,     42200.00,        60.00,
11/23/2011 22:01:01,  2197.63, 2085.62, 1540.98, 288, 130,  52,      42,      67,      50,    612050.00,     42200.00,        60.00,
11/23/2011 22:11:01,   806.83, 2085.62, 1558.10, 298, 130,  51,      42,      67,      50,    612120.00,     42200.00,        60.00,
11/23/2011 22:21:01,  2198.53, 2085.62, 1562.97, 289, 130,  51,      42,      67,      50,    612200.00,     42200.00,        60.00,
11/23/2011 22:31:01,  2198.53, 2085.62, 1572.48, 289, 130,  51,      42,      67,      50,    612270.00,     42200.00,        60.00,
11/23/2011 22:41:01,  2198.53, 2085.62, 1563.37, 289, 130,  51,      42,      67,      50,    612320.00,     42200.00,        60.00,
11/23/2011 22:51:01,  2198.53, 2085.62, 1564.75, 289, 130,  51,      42,      67,      50,    612370.00,     42200.00,        60.00,
11/23/2011 23:01:01,  2198.53, 2085.62, 1576.73, 289, 130,  50,      42,      67,      50,    612430.00,     42200.00,        60.00,
11/23/2011 23:11:01,  2198.53, 2085.62, 1580.27, 289, 130,  50,      42,      67,      50,    612490.00,     42200.00,        60.00,
11/23/2011 23:21:01,  2198.53, 2085.62, 1586.04, 289, 130,  50,      42,      67,      50,    612540.00,     42200.00,        60.00,
11/23/2011 23:31:01,  2198.53, 2085.62, 1585.66, 289, 130,  50,      42,      67,      50,    612590.00,     42200.00,        60.00,
11/23/2011 23:41:01,  2198.53, 2085.62, 1584.76, 289, 130,  50,      42,      67,      50,    612640.00,     42200.00,        60.00,
11/23/2011 23:51:01,  2198.53, 2085.62, 1584.32, 289, 130,  50,      42,      67,      50,    612700.00,     42200.00,        60.00,
11/24/2011 00:01:01,  2198.53, 2085.62, 1587.31, 289, 130,  50,      42,      67,      50,    612750.00,     42200.00,        60.00,
11/24/2011 00:11:02,  2198.53, 2085.62, 1591.24, 289, 130,  50,      41,      67,      50,    612810.00,     42200.00,        60.00,
11/24/2011 00:21:01,   817.62, 2085.62, 1595.78, 293, 130,  50,      42,      67,      50,    612890.00,     42200.00,        60.00,
11/24/2011 00:31:01,   781.02, 2085.62, 1581.61, 295, 130,  50,      41,      67,      50,    612960.00,     42200.00,        60.00,
11/24/2011 00:41:01,   630.89, 2085.62, 1565.04, 295, 130,  51,      42,      67,      50,    613040.00,     42300.00,        60.00,
11/24/2011 00:51:01,  2191.33, 2085.62, 1547.09, 289, 130,  52,      42,      67,      50,    613110.00,     42300.00,        60.00,
11/24/2011 01:01:01,  2191.33, 2085.62, 1551.79, 289, 130,  52,      42,      67,      50,    613180.00,     42300.00,        60.00,
11/24/2011 01:11:01,  2191.33, 2085.62, 1556.47, 289, 130,  51,      42,      67,      50,    613250.00,     42300.00,        60.00,
11/24/2011 01:21:01,  2191.33, 2085.62, 1548.34, 289, 130,  52,      42,      67,      50,    613300.00,     42300.00,        60.00,
11/24/2011 01:31:01,  2191.33, 2085.62, 1544.66, 289, 130,  52,      41,      67,      50,    613370.00,     42300.00,        60.00,
11/24/2011 01:41:01,  2191.33, 2085.62, 1544.53, 289, 130,  52,      42,      67,      50,    613440.00,     42300.00,        60.00,
11/24/2011 01:51:01,  2191.33, 2085.62, 1546.41, 289, 130,  52,      42,      67,      50,    613510.00,     42300.00,        60.00,
11/24/2011 02:01:01,  2191.33, 2085.62, 1552.70, 289, 130,  51,      41,      67,      50,    613570.00,     42300.00,        60.00,
11/24/2011 02:11:01,  2191.33, 2085.62, 1564.51, 289, 130,  51,      41,      66,      50,    613620.00,     42300.00,        60.00,
11/24/2011 02:21:01,  2191.33, 2085.62, 1562.45, 289, 130,  51,      42,      67,      50,    613690.00,     42300.00,        60.00,
11/24/2011 02:31:01,  2191.33, 2085.62, 1557.73, 289, 130,  51,      41,      67,      50,    613750.00,     42300.00,        60.00,
11/24/2011 02:41:01,  2191.33, 2085.62, 1549.90, 289, 130,  52,      41,      67,      50,    613810.00,     42300.00,        60.00,
11/24/2011 02:51:01,   859.51, 2085.62, 1539.94, 293, 130,  52,      42,      67,      50,    613900.00,     42300.00,        60.00,
11/24/2011 03:01:01,   868.29, 2085.62, 1538.92, 295, 130,  52,      42,      67,      50,    613950.00,     42400.00,        60.00,
11/24/2011 03:11:01,   731.23, 2085.62, 1538.23, 295, 130,  52,      42,      67,      50,    614060.00,     42400.00,        60.00,
11/24/2011 03:21:01,  2194.44, 2085.62, 1547.96, 288, 130,  52,      42,      67,      50,    614100.00,     42400.00,        60.00,
11/24/2011 03:31:01,  2194.44, 2085.62, 1544.94, 288, 130,  52,      42,      67,      50,    614140.00,     42400.00,        60.00,
11/24/2011 03:41:01,  2194.44, 2085.62, 1542.08, 288, 130,  52,      41,      67,      50,    614220.00,     42400.00,        60.00,
11/24/2011 03:51:01,  2194.44, 2085.62, 1539.39, 288, 130,  52,      41,      66,      50,    614290.00,     42400.00,        60.00,
11/24/2011 04:01:01,  2194.44, 2085.62, 1541.78, 288, 130,  52,      41,      67,      50,    614370.00,     42400.00,        60.00,
11/24/2011 04:11:01,  2194.44, 2085.62, 1540.12, 288, 130,  52,      41,      67,      50,    614410.00,     42400.00,        60.00,
11/24/2011 04:21:01,  2194.44, 2085.62, 1568.98, 288, 130,  51,      41,      66,      50,    614490.00,     42400.00,        60.00,
11/24/2011 04:31:01,  2194.44, 2085.62, 1574.89, 288, 130,  51,      42,      67,      50,    614540.00,     42400.00,        60.00,
11/24/2011 04:41:01,  2194.44, 2085.62, 1581.42, 288, 130,  50,      41,      67,      50,    614600.00,     42400.00,        60.00,
11/24/2011 04:51:01,  2194.44, 2085.62, 1574.22, 288, 130,  51,      41,      67,      50,    614680.00,     42400.00,        60.00,
11/24/2011 05:01:01,  2194.44, 2085.62, 1567.00, 288, 130,  51,      42,      67,      50,    614740.00,     42400.00,        60.00,
11/24/2011 05:11:01,  2194.44, 2085.62, 1563.67, 288, 130,  51,      42,      67,      50,    614810.00,     42400.00,        60.00,
11/24/2011 05:21:01,  2313.05, 2085.62, 1557.42, 326, 130,  51,      41,      67,      50,    614920.00,     42400.00,        60.00,
11/24/2011 05:31:01,  2304.71, 2085.62, 1570.34, 327, 130,  51,      41,      67,      50,    615010.00,     42400.00,        60.00,
11/24/2011 05:41:01,  2294.93, 2085.62, 1566.48, 327, 130,  51,      41,      67,      50,    615110.00,     42400.00,        60.00,
11/24/2011 05:51:01,  2284.43, 2085.62, 1573.70, 328, 130,  51,      42,      66,      50,    615210.00,     42400.00,        60.00,
11/24/2011 06:01:01,  2279.28, 2085.62, 1576.13, 327, 130,  51,      41,      66,      50,    615310.00,     42400.00,        60.00,
11/24/2011 06:11:01,  2261.21, 2085.62, 1585.59, 319, 130,  50,      41,      66,      50,    615390.00,     42500.00,        60.00,
11/24/2011 06:21:01,  2253.67, 2085.62, 1559.83, 318, 130,  51,      41,      66,      50,    615530.00,     42500.00,        60.00,
11/24/2011 06:31:01,  2246.99, 2085.62, 1550.88, 325, 130,  52,      42,      66,      50,    615640.00,     42500.00,        60.00,
11/24/2011 06:41:01,  2242.81, 2085.62, 1554.51, 327, 130,  51,      41,      67,      50,    615780.00,     42500.00,        60.00,
11/24/2011 06:51:01,  1692.53, 2085.62, 1552.23, 327, 130,  52,      42,      67,      50,    615950.00,     42500.00,        60.00,
11/24/2011 07:01:01,  2187.42, 2085.62, 1559.14, 319, 130,  51,      41,      66,      50,    616090.00,     42600.00,        60.00,
11/24/2011 07:11:01,  2187.42, 2106.25, 1560.50, 319,  82,  51,      41,      67,      50,    616230.00,     42600.00,        60.00,
11/24/2011 07:21:01,  2187.42, 2113.07, 1548.19, 319,  82,  52,      41,      67,      50,    616350.00,     42600.00,        60.00,
11/24/2011 07:31:01,  2187.42, 2113.07, 1546.22, 319,  82,  52,      41,      67,      50,    616480.00,     42600.00,        60.00,
11/24/2011 07:41:01,  2187.42, 2113.07, 1539.09, 319,  82,  52,      42,      67,      50,    616590.00,     42600.00,        60.00,
11/24/2011 07:51:01,  2187.42, 2113.07, 1541.67, 319,  82,  52,      41,      67,      50,    616720.00,     42600.00,        60.00,
11/24/2011 08:01:01,  2187.42, 2113.07, 1535.20, 319,  82,  52,      42,      66,      50,    616820.00,     42600.00,        60.00,
11/24/2011 08:11:01,  2187.42, 2113.07, 1530.25, 319,  82,  52,      41,      67,      50,    616920.00,     42600.00,        60.00,
11/24/2011 08:21:01,  2187.42, 2113.07, 1538.15, 319,  82,  52,      41,      67,      50,    617020.00,     42600.00,        60.00,
11/24/2011 08:31:01,  2187.42, 2113.07, 1534.99, 319,  82,  52,      41,      66,      50,    617140.00,     42600.00,        60.00,
11/24/2011 08:41:01,  2187.42, 2113.07, 1529.64, 319,  82,  52,      41,      66,      50,    617240.00,     42600.00,        60.00,
11/24/2011 08:51:01,  2187.42, 2113.07, 1526.29, 319,  82,  53,      42,      66,      50,    617360.00,     42600.00,        60.00,
11/24/2011 09:01:01,  2296.74, 2113.07, 1530.89, 312,  82,  52,      41,      66,      50,    617470.00,     42600.00,        60.00,
11/24/2011 09:11:01,  2235.85, 2113.07, 1528.83, 324,  82,  52,      41,      67,      50,    617580.00,     42600.00,        60.00,
11/24/2011 09:21:01,  2221.78, 2113.07, 1531.25, 325,  82,  52,      42,      66,      50,    617710.00,     42600.00,        60.00,
11/24/2011 09:31:01,  2221.28, 2113.07, 1546.51, 325,  82,  52,      41,      66,      50,    617830.00,     42600.00,        60.00,
11/24/2011 09:41:01,  2198.25, 2113.07, 1534.57, 319,  82,  52,      41,      66,      50,    617950.00,     42700.00,        60.00,
11/24/2011 09:51:01,  2198.25, 2113.07, 1544.97, 319,  82,  52,      41,      67,      50,    618060.00,     42700.00,        60.00,
11/24/2011 10:01:01,  2198.25, 2113.07, 1537.30, 319,  82,  52,      41,      66,      50,    618170.00,     42700.00,        60.00,
11/24/2011 10:11:01,  2198.25, 2113.07, 1533.22, 319,  82,  52,      41,      66,      50,    618270.00,     42700.00,        60.00,
11/24/2011 10:21:01,  2198.25, 2113.07, 1539.72, 319,  82,  52,      41,      67,      50,    618360.00,     42700.00,        60.00,
11/24/2011 10:31:01,  2198.25, 2113.07, 1571.13, 319,  82,  51,      41,      67,      50,    618470.00,     42700.00,        60.00,
11/24/2011 10:41:01,  2198.25, 2113.07, 1581.52, 319,  82,  50,      41,      67,      50,    618580.00,     42700.00,        60.00,
11/24/2011 10:51:01,  2198.25, 2113.07, 1576.97, 319,  82,  50,      41,      66,      50,    618680.00,     42700.00,        60.00,
11/24/2011 11:01:01,  2198.25, 2113.07, 1577.66, 319,  82,  50,      41,      66,      50,    618770.00,     42700.00,        60.00,
11/24/2011 11:11:01,  2198.25, 2113.07, 1569.96, 319,  82,  51,      41,      67,      50,    618880.00,     42700.00,        60.00,
11/24/2011 11:21:01,  2198.25, 2113.07, 1569.45, 319,  82,  51,      41,      66,      50,    618980.00,     42700.00,        60.00,
11/24/2011 11:31:01,  2198.25, 2113.07, 1543.90, 319,  82,  52,      41,      66,      50,    619090.00,     42700.00,        60.00,
11/24/2011 11:41:01,  2270.53, 2113.07, 1563.91, 309,  82,  51,      42,      66,      50,    619180.00,     42700.00,        60.00,
11/24/2011 11:51:01,  2243.08, 2113.07, 1573.03, 319,  82,  51,      41,      66,      50,    619300.00,     42700.00,        60.00,
11/24/2011 12:01:01,  2220.89, 2113.07, 1579.78, 319,  82,  50,      41,      66,      50,    619420.00,     42700.00,        60.00,
11/24/2011 12:11:01,  2216.28, 2113.07, 1579.77, 319,  82,  50,      41,      67,      50,    619530.00,     42700.00,        60.00,
11/24/2011 12:21:01,  2195.18, 2113.07, 1573.82, 319,  82,  51,      41,      66,      50,    619650.00,     42700.00,        60.00,
